ID,probability
TEST_00000,0.0011424414
TEST_00001,0.000812719
TEST_00002,0.17133214
TEST_00003,0.09943755
TEST_00004,0.404945
TEST_00005,0.10973493
TEST_00006,0.45014805
TEST_00007,0.35938746
TEST_00008,0.3475818
TEST_00009,0.0006997445
TEST_00010,0.051403698
TEST_00011,0.44781938
TEST_00012,0.44781938
TEST_00013,0.44432956
TEST_00014,0.25818816
TEST_00015,0.000812719
TEST_00016,0.30318436
TEST_00017,0.35764158
TEST_00018,0.24117926
TEST_00019,0.560609
TEST_00020,0.271283
TEST_00021,0.4351325
TEST_00022,0.26991796
TEST_00023,0.22512211
TEST_00024,0.44718015
TEST_00025,0.000663439
TEST_00026,0.0005169708
TEST_00027,0.36260888
TEST_00028,0.17630576
TEST_00029,0.1676675
TEST_00030,0.4004083
TEST_00031,0.15499866
TEST_00032,0.16153112
TEST_00033,0.16692871
TEST_00034,0.3237127
TEST_00035,0.0006378687
TEST_00036,0.13762587
TEST_00037,0.29459444
TEST_00038,0.27686754
TEST_00039,0.0018058796
TEST_00040,0.17873801
TEST_00041,0.1196723
TEST_00042,0.2838624
TEST_00043,0.33522403
TEST_00044,0.35848513
TEST_00045,0.48388997
TEST_00046,0.43128973
TEST_00047,0.248801
TEST_00048,0.13004673
TEST_00049,0.43978322
TEST_00050,0.25509837
TEST_00051,0.00052401214
TEST_00052,0.124775305
TEST_00053,0.47498095
TEST_00054,0.0013084979
TEST_00055,0.38496983
TEST_00056,0.30335993
TEST_00057,0.21734749
TEST_00058,0.44626275
TEST_00059,0.16570748
TEST_00060,0.0008435822
TEST_00061,0.17223614
TEST_00062,0.27389866
TEST_00063,0.3779265
TEST_00064,0.19339561
TEST_00065,0.00059990195
TEST_00066,0.30946797
TEST_00067,0.24634008
TEST_00068,0.28739896
TEST_00069,0.43966636
TEST_00070,0.40606353
TEST_00071,0.35333195
TEST_00072,0.16560014
TEST_00073,0.233641
TEST_00074,0.11518352
TEST_00075,0.2292162
TEST_00076,0.0005036478
TEST_00077,0.000617268
TEST_00078,0.11946052
TEST_00079,0.2404511
TEST_00080,0.3294643
TEST_00081,0.000445902
TEST_00082,0.2299704
TEST_00083,0.1634265
TEST_00084,0.3296155
TEST_00085,0.28383836
TEST_00086,0.0006451974
TEST_00087,0.33709088
TEST_00088,0.0006439498
TEST_00089,0.4351325
TEST_00090,0.26965487
TEST_00091,0.09477578
TEST_00092,0.41414377
TEST_00093,0.45736313
TEST_00094,0.0005486978
TEST_00095,0.00065170595
TEST_00096,0.39598832
TEST_00097,0.1234147
