ID,probability
TEST_00000,0.001786604719055477
TEST_00001,0.0066540096106818426
TEST_00002,0.14532264282827884
TEST_00003,0.09990607066072552
TEST_00004,0.49845163523326047
TEST_00005,0.1315222756530108
TEST_00006,0.46188167255909773
TEST_00007,0.34585924094005693
TEST_00008,0.25894928020122315
TEST_00009,0.001724572678558079
TEST_00010,0.05396512815597137
TEST_00011,0.4776954105682917
TEST_00012,0.38380423046858864
TEST_00013,0.4228063489508793
TEST_00014,0.29153839397847636
TEST_00015,0.00238532424868775
TEST_00016,0.233272021506151
TEST_00017,0.3712293369035371
TEST_00018,0.19651520398338826
TEST_00019,0.6268442920076533
TEST_00020,0.25104202928828434
TEST_00021,0.39849468381637465
TEST_00022,0.2748335243880373
TEST_00023,0.2197051076665796
TEST_00024,0.3961783791484079
TEST_00025,0.002228864705140029
TEST_00026,0.1179464674329235
TEST_00027,0.46331079727635927
TEST_00028,0.17803925092885547
TEST_00029,0.19558373130225964
TEST_00030,0.45783717145588887
TEST_00031,0.18878764836767337
TEST_00032,0.1648609743876585
TEST_00033,0.1680150982847926
TEST_00034,0.40022302536209575
TEST_00035,0.001741564253400393
TEST_00036,0.137427810067824
TEST_00037,0.3366876065009595
TEST_00038,0.22649775261754693
TEST_00039,0.0018173784224849976
TEST_00040,0.19997456860708704
TEST_00041,0.14066088901450877
TEST_00042,0.31008557308942675
TEST_00043,0.32341860009299006
TEST_00044,0.30728650868939206
TEST_00045,0.48740817886117077
TEST_00046,0.5461206731288683
TEST_00047,0.22614838993828237
TEST_00048,0.1364160540651199
TEST_00049,0.38449657135990645
TEST_00050,0.24181037706886313
TEST_00051,0.16450625854663647
TEST_00052,0.13167521973531804
TEST_00053,0.5763640882895643
TEST_00054,0.0012728448314226989
TEST_00055,0.41662561075921345
TEST_00056,0.3103479369809081
TEST_00057,0.21250391254519924
TEST_00058,0.5042029425018064
TEST_00059,0.18703373241377752
TEST_00060,0.0029121890478618225
TEST_00061,0.17097410267665178
TEST_00062,0.33078299598327954
TEST_00063,0.3223655437027043
TEST_00064,0.19919655995700497
TEST_00065,0.0019311292858373444
TEST_00066,0.2562822489345485
TEST_00067,0.19445459886220962
TEST_00068,0.28663574778418865
TEST_00069,0.4639155683699059
TEST_00070,0.3765855354945851
TEST_00071,0.3670154876971109
TEST_00072,0.2312859719359038
TEST_00073,0.2633584339006294
TEST_00074,0.1438557302444159
TEST_00075,0.24602883479485738
TEST_00076,0.01425465522964399
TEST_00077,0.0025934894114029456
TEST_00078,0.12375081065612173
