ID,probability
TEST_00000,0.001823464104803376
TEST_00001,0.006919512988371828
TEST_00002,0.14539346382197563
TEST_00003,0.09993106180495842
TEST_00004,0.49868848243651853
TEST_00005,0.1313931744578923
TEST_00006,0.4621336729239217
TEST_00007,0.34609712900897527
TEST_00008,0.2584356028453372
TEST_00009,0.0017615454870524364
TEST_00010,0.05395885598673902
TEST_00011,0.4775605878879622
TEST_00012,0.38410086384043945
TEST_00013,0.42241503939170266
TEST_00014,0.2918542561206038
TEST_00015,0.0023837234718203054
TEST_00016,0.23306041039534636
TEST_00017,0.3716603537374818
TEST_00018,0.19651574542729675
TEST_00019,0.6259915245482679
TEST_00020,0.25115381820164007
TEST_00021,0.3985862160762784
TEST_00022,0.274799215944189
TEST_00023,0.2197931879450295
TEST_00024,0.396400575127159
TEST_00025,0.0022892328159029003
TEST_00026,0.1177868569194972
TEST_00027,0.46323325522030045
TEST_00028,0.17807929167301334
TEST_00029,0.19528572456981136
TEST_00030,0.45819929649333946
TEST_00031,0.18859792073922113
TEST_00032,0.1649729049720961
TEST_00033,0.16749839481679335
TEST_00034,0.40013760013459626
TEST_00035,0.0017694323393457091
TEST_00036,0.13761578368611835
TEST_00037,0.3373018467942188
TEST_00038,0.22589679355317005
TEST_00039,0.001768142525892094
TEST_00040,0.19992798845811444
TEST_00041,0.14099566257828963
TEST_00042,0.3097310061345782
TEST_00043,0.32319485387162167
TEST_00044,0.3073336757473851
TEST_00045,0.4890589435702113
TEST_00046,0.5451353638909061
TEST_00047,0.22557254284629227
TEST_00048,0.1364802791102377
TEST_00049,0.38438476143197486
TEST_00050,0.24212891531712127
TEST_00051,0.16392521097079782
TEST_00052,0.13138557831729752
TEST_00053,0.5767934902874374
TEST_00054,0.0012667618214062327
TEST_00055,0.4166885953375232
TEST_00056,0.30949886851061553
TEST_00057,0.21263189148024025
TEST_00058,0.503716646982769
TEST_00059,0.18750828213361176
TEST_00060,0.003004706346987864
TEST_00061,0.17105931576585626
TEST_00062,0.3309085962677384
TEST_00063,0.3216064189604329
TEST_00064,0.19923152081059703
TEST_00065,0.00195405495035687
TEST_00066,0.2565975339254956
TEST_00067,0.1945684782037525
TEST_00068,0.2867343033617993
TEST_00069,0.46402466756769856
TEST_00070,0.37718208125580127
TEST_00071,0.3667605047602309
TEST_00072,0.232054059171259
TEST_00073,0.2624700900306224
TEST_00074,0.14403985613850895
TEST_00075,0.2461716921904381
TEST_00076,0.014092569975711004
TEST_00077,0.002632974862225031
TEST_00078,0.12403470830238714
TEST_00079,0.1877191587833975
TEST_00080,0.3577516281327778
