ID,probability
TEST_00000,0.0018727915724388372
TEST_00001,0.007238574320861642
TEST_00002,0.1456324897921238
TEST_00003,0.09984671025543088
TEST_00004,0.49878823735326094
TEST_00005,0.13126819970519288
TEST_00006,0.46250800060587016
TEST_00007,0.3464414277050035
TEST_00008,0.25771414648031576
TEST_00009,0.0018124849218349498
TEST_00010,0.053818257973566846
TEST_00011,0.4771883253338529
TEST_00012,0.38507730259092543
TEST_00013,0.4223277768663214
TEST_00014,0.29129703529396034
TEST_00015,0.0023428288925903032
TEST_00016,0.23277949777267765
TEST_00017,0.37187029413712114
TEST_00018,0.19777546872174276
TEST_00019,0.6253346993636717
TEST_00020,0.25144171357410744
TEST_00021,0.39898324989653955
TEST_00022,0.2746422920712736
TEST_00023,0.21998667561444518
TEST_00024,0.3966913008011865
TEST_00025,0.0023688692971787
TEST_00026,0.11755491998867104
TEST_00027,0.4635600092536082
TEST_00028,0.1782826154821388
TEST_00029,0.19477312560363702
TEST_00030,0.45858853234343044
TEST_00031,0.18876204571266172
TEST_00032,0.1653346259479052
TEST_00033,0.16692647705300656
TEST_00034,0.40043612558481967
TEST_00035,0.0018069420927365608
TEST_00036,0.13787430204972334
TEST_00037,0.3383598986256598
TEST_00038,0.22680360221481358
TEST_00039,0.001660145651494951
TEST_00040,0.20050389781047717
TEST_00041,0.14135100196043993
TEST_00042,0.3092286642446567
TEST_00043,0.32270054127953807
TEST_00044,0.3075401916242832
TEST_00045,0.4918031195153275
TEST_00046,0.5423203568835655
TEST_00047,0.22451923621256334
TEST_00048,0.13671754435220812
TEST_00049,0.3848999694249673
TEST_00050,0.24174137369416449
TEST_00051,0.1633482271702391
TEST_00052,0.13110709871617104
TEST_00053,0.5763733774965547
TEST_00054,0.0012672042644302195
TEST_00055,0.41634451671595385
TEST_00056,0.3073735850483885
TEST_00057,0.213283592118782
TEST_00058,0.5024493448418861
TEST_00059,0.1878462175840518
TEST_00060,0.0031250801068143656
TEST_00061,0.17126880515481696
TEST_00062,0.3306190116572648
TEST_00063,0.32106729713056614
TEST_00064,0.19967181058027883
TEST_00065,0.001995499197201894
TEST_00066,0.25742254903244144
TEST_00067,0.19459753385524203
TEST_00068,0.2865985116293308
TEST_00069,0.46431195376553813
TEST_00070,0.3786501354889048
TEST_00071,0.3655368458687992
TEST_00072,0.2334077809829732
TEST_00073,0.26224923445480486
TEST_00074,0.14438304151695422
TEST_00075,0.2465641728509577
TEST_00076,0.013924070147868565
TEST_00077,0.0026830004770255246
TEST_00078,0.12459836521499992
TEST_00079,0.18729826957858747
TEST_00080,0.3565158880147138
TEST_00081,0.002143551089354637
TEST_00082,0.20464051436185302
TEST_00083,0.17132026178106496
TEST_00084,0.4337781964108213
TEST_00085,0.3700769314590674
TEST_00086,0.0016964743606299052
TEST_00087,0.388896304142418
TEST_00088,0.12466892358858307
TEST_00089,0.3850918592386285
TEST_00090,0.24210089386283273
TEST_00091,0.0988413655329578
TEST_00092,0.36707867257126436
TEST_00093,0.5378172303521711
TEST_00094,0.0008647010658465347
TEST_00095,0.0026016020448034155
TEST_00096,0.44622833665442413
TEST_00097,0.11183254517397243
TEST_00098,0.37687964094496373
TEST_00099,0.26824349684335885
TEST_00100,0.10734921355815548
TEST_00101,0.19720790310564884
TEST_00102,0.35859179958216236
TEST_00103,0.3096543766823168
TEST_00104,0.37453497995752616
TEST_00105,0.47777054097435656
TEST_00106,0.2633235731407797
TEST_00107,0.0013240838408512946
TEST_00108,0.334263112162154
TEST_00109,0.001302107786621581
TEST_00110,0.38236425383800665
TEST_00111,0.4297290075038498
TEST_00112,0.019959674798677395
TEST_00113,0.38500851415329373
TEST_00114,0.2220644260370028
TEST_00115,0.39072425715485626
TEST_00116,0.0023513161809519158
TEST_00117,0.46594582591089867
TEST_00118,0.33952451517910887
TEST_00119,0.14221380083715468
TEST_00120,0.002103857830677348
TEST_00121,0.0015541220165694457
TEST_00122,0.32406765204813115
TEST_00123,0.4737861021672586
TEST_00124,0.40767821128104575
