ID,probability
TEST_00000,0.0016883390047783401
TEST_00001,0.005941008788446332
TEST_00002,0.1451544450296272
TEST_00003,0.09982262049627963
TEST_00004,0.49778918070499784
TEST_00005,0.1318732861335905
TEST_00006,0.46121516126885587
TEST_00007,0.3452287574470223
TEST_00008,0.26031386938412476
TEST_00009,0.0016262131803120691
TEST_00010,0.05396296340860833
TEST_00011,0.4780274389258718
TEST_00012,0.3830962073784022
TEST_00013,0.4239119240245507
TEST_00014,0.290556330400942
TEST_00015,0.002384055859867896
TEST_00016,0.23383649483739583
TEST_00017,0.37002786130010434
TEST_00018,0.19669361507659827
TEST_00019,0.6291869563880796
TEST_00020,0.2507637613677034
TEST_00021,0.39828989070592186
TEST_00022,0.27490912922063465
TEST_00023,0.21948108709849184
TEST_00024,0.3955850710558235
TEST_00025,0.0020677609748069687
TEST_00026,0.11836936814759029
TEST_00027,0.4635790310095989
TEST_00028,0.17795389532722883
TEST_00029,0.1963619573378196
TEST_00030,0.45685814266031965
TEST_00031,0.18935318490675657
TEST_00032,0.1645928402245561
TEST_00033,0.16940968551593616
TEST_00034,0.4005097535128726
TEST_00035,0.0016672996806616483
TEST_00036,0.13692767724098182
TEST_00037,0.3350837951398255
TEST_00038,0.2283443292625913
TEST_00039,0.0019426241963673777
TEST_00040,0.20018993203519886
TEST_00041,0.13975515508859412
TEST_00042,0.3110268717093278
TEST_00043,0.3239872674415515
TEST_00044,0.3071812612392913
TEST_00045,0.48308374297824663
TEST_00046,0.5485337166162644
TEST_00047,0.2276432018861177
TEST_00048,0.13626645349434588
TEST_00049,0.38488963103526275
TEST_00050,0.24084490948879067
TEST_00051,0.16608396343072238
TEST_00052,0.13246298091677325
TEST_00053,0.5750772018749343
TEST_00054,0.0012902880620297677
TEST_00055,0.41639648476685986
TEST_00056,0.3124702280544583
TEST_00057,0.21223136332596132
TEST_00058,0.5054113161718702
TEST_00059,0.18572615283040614
TEST_00060,0.0026650501963247004
TEST_00061,0.17076056030386383
TEST_00062,0.3303827656045092
TEST_00063,0.32445744881165545
TEST_00064,0.19915956847976565
TEST_00065,0.0018715479564830647
TEST_00066,0.25549929929753507
TEST_00067,0.1941333843797745
TEST_00068,0.28633476479376874
TEST_00069,0.4636449196133601
TEST_00070,0.3750908501144017
TEST_00071,0.3675692115401671
TEST_00072,0.22928483698386198
TEST_00073,0.2658650025929336
TEST_00074,0.1433786840743888
TEST_00075,0.24567674639166875
TEST_00076,0.014693684185312583
TEST_00077,0.002487820358183319
TEST_00078,0.12302019627479202
TEST_00079,0.1878517062113882
TEST_00080,0.36115929153150883
TEST_00081,0.0018622734385693933
TEST_00082,0.2033273189745593
TEST_00083,0.16939271990645113
TEST_00084,0.4340000735843219
TEST_00085,0.3698115904570568
TEST_00086,0.0015453544142176858
TEST_00087,0.38959670305252575
TEST_00088,0.12745917252535333
TEST_00089,0.3841209429630935
TEST_00090,0.2426009967554768
TEST_00091,0.09922988768050461
TEST_00092,0.36886384676936135
TEST_00093,0.5363193686117906
TEST_00094,0.0008437970758064504
TEST_00095,0.00223568710739051
TEST_00096,0.4458461633260009
TEST_00097,0.11022444010898595
TEST_00098,0.3784561636312527
TEST_00099,0.26943733080642013
TEST_00100,0.10538379066222381
TEST_00101,0.19204208928081679
TEST_00102,0.3576390772527382
TEST_00103,0.3115632243884191
TEST_00104,0.37373310282770794
TEST_00105,0.4778166434973975
TEST_00106,0.26581235834489914
TEST_00107,0.0012754851490407902
TEST_00108,0.33457397132404976
TEST_00109,0.0012999402862904192
TEST_00110,0.38343605088032473
TEST_00111,0.4298517799427314
TEST_00112,0.019586650047252793
TEST_00113,0.38377764532404013
TEST_00114,0.22299574074384382
TEST_00115,0.39104288989988845
TEST_00116,0.0020387208657556112
TEST_00117,0.4670393014390275
TEST_00118,0.3389004461858679
TEST_00119,0.14545638421980991
TEST_00120,0.0020009049597359183
TEST_00121,0.0015026663764372938
TEST_00122,0.32349624968343105
TEST_00123,0.47581416935016874
TEST_00124,0.406233127291746
TEST_00125,0.2866928096213248
TEST_00126,0.0022498252232583038
TEST_00127,0.06553595118397673
TEST_00128,0.28304708091885317
TEST_00129,0.42401147241264137
TEST_00130,0.2110973499276236
TEST_00131,0.3903346080901451
TEST_00132,0.0015283202561235097
TEST_00133,0.2592239083175212
TEST_00134,0.3715535429540767
TEST_00135,0.0018003375815051682
TEST_00136,0.17827378703232374
TEST_00137,0.23339537825878548
TEST_00138,0.07319440852287594
TEST_00139,0.26402443040772827
TEST_00140,0.017566096891805473
TEST_00141,0.0014128353462478493
TEST_00142,0.3118087563889985
TEST_00143,0.003432763254366808
TEST_00144,0.13587106183909808
TEST_00145,0.4709908615387183
TEST_00146,0.15557584286442622
TEST_00147,0.21995003770773006
TEST_00148,0.22900481337708245
TEST_00149,0.4254098836457185
TEST_00150,0.002004213351805578
TEST_00151,0.0007209311228625647
TEST_00152,0.4224641095821426
TEST_00153,0.29527930923786455
TEST_00154,0.026341567448386772
TEST_00155,0.22711546551531342
TEST_00156,0.359827703511366
TEST_00157,0.3573763356068746
TEST_00158,0.41093472348729365
TEST_00159,0.3479970667929079
TEST_00160,0.3984075988794764
TEST_00161,0.4906256304827683
TEST_00162,0.33229939946147125
TEST_00163,0.0035241644339026293
TEST_00164,0.5246142090640655
TEST_00165,0.23417498024446742
TEST_00166,0.36427395486304004
TEST_00167,0.20554753077570784
TEST_00168,0.3704535138129075
TEST_00169,0.2378227280475
TEST_00170,0.20443796292103095
TEST_00171,0.24204942238382554
TEST_00172,0.24053271095118142
TEST_00173,0.2487635210876829
TEST_00174,0.1366714668639289
TEST_00175,0.2815597611423749
TEST_00176,0.43610003992542556
TEST_00177,0.18490592674544826
TEST_00178,0.36603088732937616
TEST_00179,0.33044662963248095
TEST_00180,0.35554841813762184
TEST_00181,0.47217118578034434
TEST_00182,0.1544385107595571
TEST_00183,0.5775094067648305
TEST_00184,0.12155057065843416
TEST_00185,0.20048143525652828
TEST_00186,0.38724398327429677
TEST_00187,0.2552130975670994
TEST_00188,0.30755283225966423
TEST_00189,0.2797807546294507
TEST_00190,0.46813178323606036
TEST_00191,0.20686332330141005
TEST_00192,0.274048215921723
TEST_00193,0.05740837170972761
TEST_00194,0.6458608347464538
TEST_00195,0.3671606035321103
TEST_00196,0.4474450408908245
TEST_00197,0.2658450212567316
TEST_00198,0.2479512140491738
TEST_00199,0.3128140271628235
TEST_00200,0.4118223011536257
TEST_00201,0.4601448652616258
TEST_00202,0.27234196019701
TEST_00203,0.3025642821179728
TEST_00204,0.001971206114487217
TEST_00205,0.06488431621698126
TEST_00206,0.0015475313195646716
TEST_00207,0.29807252786975436
TEST_00208,0.23246922785360566
TEST_00209,0.2838373050269264
TEST_00210,0.43228699593862036
TEST_00211,0.1353389737189074
TEST_00212,0.18837472899623728
TEST_00213,0.11483298787518728
TEST_00214,0.3473810691353846
TEST_00215,0.2877927952276582
TEST_00216,0.3152572417618986
TEST_00217,0.29822091727960703
TEST_00218,0.5157361437502714
TEST_00219,0.2048624051790545
TEST_00220,0.5630912676877393
TEST_00221,0.4005722920507727
TEST_00222,0.085845382254337
TEST_00223,0.2695108927645356
TEST_00224,0.1246847357912012
TEST_00225,0.29635304204100466
TEST_00226,0.22316086954469472
TEST_00227,0.3017596998845131
