ID,probability
TEST_00000,0.48993706992905955
TEST_00001,0.49101161120519793
TEST_00002,0.49751458364371626
TEST_00003,0.4971996093573188
TEST_00004,0.49978557317954647
TEST_00005,0.4972272479216267
TEST_00006,0.49969153402273686
TEST_00007,0.4991616829607819
TEST_00008,0.4987818726908977
TEST_00009,0.48913464149388347
TEST_00010,0.4962625988994054
TEST_00011,0.4996306825825253
TEST_00012,0.4991396126881583
TEST_00013,0.4993852980933065
TEST_00014,0.49897591121044615
TEST_00015,0.46349509343376755
TEST_00016,0.4982566792273727
TEST_00017,0.49915672089415125
TEST_00018,0.49835188778027606
TEST_00019,0.5004762655490822
TEST_00020,0.49841902229645596
TEST_00021,0.4992994200182035
TEST_00022,0.4987666614995041
TEST_00023,0.4979808560539012
TEST_00024,0.4994096478171246
TEST_00025,0.49021187346128403
TEST_00026,0.49714633369380373
TEST_00027,0.49949481306408916
TEST_00028,0.4978467176659413
TEST_00029,0.4976658759624776
TEST_00030,0.4994626790992402
TEST_00031,0.4975840482936017
TEST_00032,0.4975514750190543
TEST_00033,0.49762845366993197
TEST_00034,0.4993944307504973
TEST_00035,0.4640433046376432
TEST_00036,0.497817747432513
TEST_00037,0.49882659558407816
TEST_00038,0.4977052737951684
TEST_00039,0.33481895590283967
TEST_00040,0.497703455977318
TEST_00041,0.49744378817144796
TEST_00042,0.4988037251788494
TEST_00043,0.4987789732285029
TEST_00044,0.4987317515182738
TEST_00045,0.5003207596485393
TEST_00046,0.5000174557773795
TEST_00047,0.4982196896191675
TEST_00048,0.49726925346743367
TEST_00049,0.49913189565784594
TEST_00050,0.4985836949506167
TEST_00051,0.4980408825530908
TEST_00052,0.4970358564362328
TEST_00053,0.49971986513303374
TEST_00054,0.49013332754223066
TEST_00055,0.4994480683756838
TEST_00056,0.4993155838942567
TEST_00057,0.4980236946567495
TEST_00058,0.4999224734080259
TEST_00059,0.49744052526010407
TEST_00060,0.48943378256977915
TEST_00061,0.49778978391784523
TEST_00062,0.4991754091908259
TEST_00063,0.4988716777600443
TEST_00064,0.4985796889629503
TEST_00065,0.4908208387559058
TEST_00066,0.49852629331358395
TEST_00067,0.49821293205272904
TEST_00068,0.49874989896329275
TEST_00069,0.49964146124977565
TEST_00070,0.4991646446509865
TEST_00071,0.49939639107881945
TEST_00072,0.4983430353819308
TEST_00073,0.49853319965302395
TEST_00074,0.4974621779519355
TEST_00075,0.49831784666324064
TEST_00076,0.49329008442145805
TEST_00077,0.491201267944306
TEST_00078,0.49759543634021963
TEST_00079,0.4984376342013731
TEST_00080,0.4991029031802408
TEST_00081,0.46358301339305125
TEST_00082,0.4982973815101326
TEST_00083,0.4978776801247065
TEST_00084,0.4995709566389646
TEST_00085,0.4992638430457844
TEST_00086,0.4886811617338454
TEST_00087,0.49927647224595795
TEST_00088,0.4977468388773288
TEST_00089,0.49919081340248506
TEST_00090,0.49833672118334715
TEST_00091,0.49727948727933025
TEST_00092,0.49897540020790987
TEST_00093,0.5001439233467118
TEST_00094,0.48802034336210415
TEST_00095,0.4896852710712135
TEST_00096,0.4996004043754581
TEST_00097,0.49707545628008015
TEST_00098,0.4992216773879132
TEST_00099,0.4989728762055156
TEST_00100,0.4969629206262618
TEST_00101,0.4981305745485593
TEST_00102,0.4990590555096799
TEST_00103,0.49904789914372966
TEST_00104,0.49910752391541935
TEST_00105,0.4996716311478041
TEST_00106,0.4984215324447301
TEST_00107,0.4890962235514581
TEST_00108,0.4990510146567911
TEST_00109,0.46721597250374647
TEST_00110,0.4995040295158587
TEST_00111,0.49921520564422445
TEST_00112,0.49418080104372
TEST_00113,0.4993227659280801
TEST_00114,0.4984194283954953
TEST_00115,0.4992525118006697
TEST_00116,0.48886979568489236
TEST_00117,0.49952561261509
TEST_00118,0.4988981190227753
TEST_00119,0.4980574684475862
TEST_00120,0.49052032712077076
TEST_00121,0.4872974049685364
TEST_00122,0.4990487890989673
TEST_00123,0.4999190154566739
TEST_00124,0.49927504513119997
TEST_00125,0.49864095551522924
TEST_00126,0.48746478084894
TEST_00127,0.49637809967927676
TEST_00128,0.49869917613726367
TEST_00129,0.4993317972432697
TEST_00130,0.4983312737750442
TEST_00131,0.49913842296112226
TEST_00132,0.4673347030613149
TEST_00133,0.49855484574457065
TEST_00134,0.4993062730861899
TEST_00135,0.46775820937591733
TEST_00136,0.4980082610635745
TEST_00137,0.49861980988192794
TEST_00138,0.4969899195561902
TEST_00139,0.49835914908975787
TEST_00140,0.4941183106318511
TEST_00141,0.49114510935284256
TEST_00142,0.4987715078807658
TEST_00143,0.4859077055566272
TEST_00144,0.49730980275467573
TEST_00145,0.5002891311474341
TEST_00146,0.49805938826693064
TEST_00147,0.4982533511673207
TEST_00148,0.49828367196416434
TEST_00149,0.4993603723430751
TEST_00150,0.4882054768045063
TEST_00151,0.4864527443051956
TEST_00152,0.49898477468441466
TEST_00153,0.49870369022873173
TEST_00154,0.49526151740236396
TEST_00155,0.49828429465537477
TEST_00156,0.4993284394985885
TEST_00157,0.4986870334693015
TEST_00158,0.4994132062419964
TEST_00159,0.4989648415733446
TEST_00160,0.49930545337735666
TEST_00161,0.4997879687400748
TEST_00162,0.49905956391534056
TEST_00163,0.49006112735169305
TEST_00164,0.49997447583128385
TEST_00165,0.4980434352571295
TEST_00166,0.4991005731792635
TEST_00167,0.4983352476143219
TEST_00168,0.49926001547712673
TEST_00169,0.4982979139015917
TEST_00170,0.4979614583037638
TEST_00171,0.4986298211543631
TEST_00172,0.4986297174640913
TEST_00173,0.49824858492892055
TEST_00174,0.49728687391352006
TEST_00175,0.4986675731715105
TEST_00176,0.49950879278129884
TEST_00177,0.4980554739567795
TEST_00178,0.4991210471868268
TEST_00179,0.49886037756497087
TEST_00180,0.4989257503224476
TEST_00181,0.49971034480152304
TEST_00182,0.49774581604416607
TEST_00183,0.5001359199363176
TEST_00184,0.49731018310824265
TEST_00185,0.4981719414068761
TEST_00186,0.49926606522959005
TEST_00187,0.49844429930334677
TEST_00188,0.4989248273989321
TEST_00189,0.4985945403364449
TEST_00190,0.49900576028293864
TEST_00191,0.4983776820795981
TEST_00192,0.49858193220087454
TEST_00193,0.4966373214782497
TEST_00194,0.5004944759036971
TEST_00195,0.49915783440974665
TEST_00196,0.4995505210565561
TEST_00197,0.4984822831340657
TEST_00198,0.4989380772608648
TEST_00199,0.4991659394263608
TEST_00200,0.4993915085671405
TEST_00201,0.49958671919573705
TEST_00202,0.4987939869138431
TEST_00203,0.4989480242064888
TEST_00204,0.49003373806305844
TEST_00205,0.4953572622239881
TEST_00206,0.489126388001954
TEST_00207,0.49884677329988447
