ID,probability
TEST_00000,0.0013296537991956232
TEST_00001,0.002069553208994689
TEST_00002,0.16045148627274347
TEST_00003,0.1084979930275258
TEST_00004,0.5146344752800588
TEST_00005,0.11880292547898642
TEST_00006,0.46631356184864925
TEST_00007,0.37492323192844773
TEST_00008,0.26115113772148946
TEST_00009,0.0012752965613694383
TEST_00010,0.04810649295134174
TEST_00011,0.4710494420312485
TEST_00012,0.3803142675301883
TEST_00013,0.4110894756262147
TEST_00014,0.30850134703239385
TEST_00015,0.0018328651601690368
TEST_00016,0.260246879513259
TEST_00017,0.37144204334083597
TEST_00018,0.21480241372855108
TEST_00019,0.6189502013750259
TEST_00020,0.26202950923967894
TEST_00021,0.40571861721172103
TEST_00022,0.27607745711172693
TEST_00023,0.20731878841907656
TEST_00024,0.4059188722413912
TEST_00025,0.001458255657742596
TEST_00026,0.12689511182363125
TEST_00027,0.4320526218862741
TEST_00028,0.1726126298220578
TEST_00029,0.1871967649593634
TEST_00030,0.44086565183445603
TEST_00031,0.1778757275090856
TEST_00032,0.17331799849055393
TEST_00033,0.17161831986775683
TEST_00034,0.4168467777276178
TEST_00035,0.0014436677575977404
TEST_00036,0.13543130692054994
TEST_00037,0.32292251765016755
TEST_00038,0.2763271682509613
TEST_00039,0.0016109734830015306
TEST_00040,0.1796818018701676
TEST_00041,0.1376943606738919
TEST_00042,0.3049730086911866
TEST_00043,0.3117281536569537
TEST_00044,0.3183736177542287
TEST_00045,0.46912171733715363
TEST_00046,0.48951030669686585
TEST_00047,0.24557007056795763
TEST_00048,0.139660096510194
TEST_00049,0.40345754343170537
TEST_00050,0.23527840762085284
TEST_00051,0.16245696833610734
TEST_00052,0.11865102558095994
TEST_00053,0.5786232687391508
TEST_00054,0.0015835821655469525
TEST_00055,0.41272905805567467
TEST_00056,0.32998978331363993
TEST_00057,0.2112758103217393
TEST_00058,0.4906823732311216
TEST_00059,0.18850026583213997
TEST_00060,0.0020459355237644286
TEST_00061,0.17150956870151296
TEST_00062,0.3611911650658722
TEST_00063,0.3357526211116368
TEST_00064,0.2001200915119628
TEST_00065,0.0028290235375352554
